po_id,split,dup_group_id
3d2a0b6b-bf0d-47a8-aa36-ebaaf2b9e92a,train,BUYER_WAREHOUSE_C||SUPP_ACE_MFG||2||2||8||80||2||1||7
df760062-8b3e-4863-b729-2a73959ed359,train,BUYER_DISTRIB_B||ACME_PARTS||4||4||52||609||1||2||7
25546dc7-9865-45ff-ab01-dcb8526657d3,train,BUYER_CHAIN_D||PREMIUM_GOODS||3||3||95||972||7||2||7
a6511b27-3f2d-40ac-96b5-50a0c2711ca6,train,BUYER_RETAIL_A||WIDGET_CO||1||1||9||110||2||0||7
8c50fd03-5309-4f06-a85f-7c89101c4219,train,BUYER_WAREHOUSE_C||SUPP_ACE_MFG||3||3||21||264||3||3||4
8fa2f18c-21ad-4bfa-91c1-82e7b1efafc6,train,BUYER_CHAIN_D||WIDGET_CO||2||2||21||240||5||2||6
e558d667-b8ac-436e-ab85-39c6497d3179,test,BUYER_DISTRIB_B||INDUSTRIAL_GOODS_LTD||1||1||18||267||3||2||6
3cfbcd87-4aff-4b19-8f91-b5d459194885,val,BUYER_CHAIN_D||SUPP_ACE_MFG||4||3||87||847||5||3||6
4364d989-32dc-4efa-9092-724c3be4b1f0,train,BUYER_ECOMM_E||PREMIUM_GOODS||3||3||21||137||7||1||24
de6bbf1a-2ba5-4a22-a447-dd2ca7973796,val,BUYER_ECOMM_E||SUPP_ACE_MFG||3||3||35||383||3||2||7
09ddf367-8740-4650-8d94-78093db3c68a,train,BUYER_WAREHOUSE_C||SUPPLIER001||3||2||41||417||5||2||5
a949eb0d-9082-4196-93a7-b55d8be33a0c,test,BUYER_RETAIL_A||TECH_SUPPLY_INT||2||2||27||269||6||1||6
234c24f9-e913-478b-863a-c0c340441ef8,train,BUYER_DISTRIB_B||LOGISTICS_PLUS||3||3||43||360||7||0||6
b26e9cde-ec41-4fe1-8b5d-a2a13500e497,train,BUYER_RETAIL_A||LOGISTICS_PLUS||5||4||13||95||7||1||7
6bc04028-02a3-40d0-af21-8ce2934e6f17,train,BUYER_CHAIN_D||WIDGET_CO||1||1||13||164||6||1||8
3e1cf7d6-3d36-4ac9-9ef4-9e06ede2fc10,val,BUYER_WAREHOUSE_C||INDUSTRIAL_GOODS_LTD||1||1||8||86||4||1||6
bb28f2a8-2704-4dc4-ae6f-3c0d1f1e30f8,train,BUYER_ECOMM_E||SUPPLIER001||3||2||30||269||5||2||6
b5632b45-9fdb-426a-850d-1db1d7addf1e,train,BUYER_DISTRIB_B||LOGISTICS_PLUS||2||2||22||179||4||1||7
0ac1a3a2-7efe-4a24-9496-d55a133c8006,test,BUYER_WAREHOUSE_C||SUPPLIER001||3||3||33||343||3||0||22
34576850-ba52-4cc0-abac-e6aa6d4121c5,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||8||6||161||1537||1||0||6
c21e26fa-c4d4-49c2-9132-8faafa752bfa,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||1||1||0||1||2||0||6
06d10860-d70b-4b62-83f0-3d7020017800,test,BUYER_CHAIN_D||LOGISTICS_PLUS||2||1||74||679||6||4||7
5d6c4cd2-3107-4d10-9670-ee4084ae4bd4,train,BUYER_DISTRIB_B||TECH_SUPPLY_INT||4||3||25||255||6||1||5
524d880e-c596-4b06-9339-85222c982c98,val,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||1||1||21||190||3||2||7
03cb4b99-3fca-4d33-b4db-f53ec3effc5b,test,BUYER_DISTRIB_B||TECH_SUPPLY_INT||2||2||51||517||5||2||5
e30d9003-9b4b-426c-a24b-476c18a00fce,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||2||2||1||9||3||1||7
75dc8e72-84c3-4ed9-9f65-a4ad877fbb42,train,BUYER_DISTRIB_B||SUPP_ACE_MFG||4||3||11||130||2||1||7
d6012a38-c8d0-4fff-bfd0-81b44b790c15,train,BUYER_WAREHOUSE_C||SUPPLIER001||3||2||45||460||3||0||18
05879585-9102-4d00-a735-57b2477ba14d,train,BUYER_CHAIN_D||TECH_SUPPLY_INT||4||4||132||1286||8||3||6
24fb9a1f-faf3-45d8-a1c9-6244196ff436,train,BUYER_RETAIL_A||ACME_PARTS||2||2||13||146||4||0||6
0d777883-7fe4-4a6e-9487-bb2e5e20d0ae,train,BUYER_RETAIL_A||SUPPLIER001||1||1||34||363||5||1||7
2c99af8e-b81c-4943-bbca-678a83d39c80,val,BUYER_CHAIN_D||WIDGET_CO||4||4||70||684||6||2||6
cbf53c1c-cca9-4d50-8870-8d4d31b154f1,train,BUYER_CHAIN_D||ACME_PARTS||1||1||4||50||5||3||7
d6ac010b-71d9-47cc-8eaa-3a20f48a5653,train,BUYER_ECOMM_E||SUPPLIER001||1||1||22||296||3||1||5
81d6dc89-99bd-4de6-9eb8-86137e532bbc,train,BUYER_DISTRIB_B||PREMIUM_GOODS||1||1||0||1||2||2||8
2702fb94-0052-4b41-977f-b2a7b63e9a0f,val,BUYER_ECOMM_E||ACME_PARTS||3||3||3||36||3||1||6
3be73745-ffe3-419f-9fac-997a96132877,val,BUYER_ECOMM_E||LOGISTICS_PLUS||2||2||12||165||2||1||6
aa324802-dc93-47c1-ad22-7aa8b12881d0,train,BUYER_ECOMM_E||PREMIUM_GOODS||1||1||39||423||7||2||6
81905aee-6342-4947-818d-e024f7f99f21,train,BUYER_DISTRIB_B||SUPPLIER001||2||2||22||203||2||3||5
2c2648db-9062-4c3c-9d58-ff6bf8f2a2d5,train,BUYER_DISTRIB_B||TECH_SUPPLY_INT||7||5||96||982||15||3||7
9b982730-a0ff-4bdb-8e2c-0818750d1079,train,BUYER_CHAIN_D||LOGISTICS_PLUS||2||2||44||455||9||<NA>||18
1a92c53e-757b-4509-a1e3-18831b060648,train,BUYER_DISTRIB_B||SUPP_ACE_MFG||3||2||31||322||4||1||7
537f67fe-7d67-4d40-aa3f-2c536651ace1,train,BUYER_DISTRIB_B||WIDGET_CO||4||4||26||290||3||2||7
a65cb084-fe77-48f6-ad3b-9ee0fa2b7eca,val,BUYER_DISTRIB_B||ACME_PARTS||3||3||22||261||1||1||5
2bea94d3-888c-4c0b-9ccf-abdd93146a4a,val,BUYER_DISTRIB_B||WIDGET_CO||1||1||15||164||3||2||7
07dcd193-520e-4b98-9c34-0fff404e8899,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||3||2||65||656||5||2||5
3d5d05e0-71ae-4a44-811e-082bc73585fb,val,BUYER_CHAIN_D||TECH_SUPPLY_INT||2||2||3||29||3||2||7
8becc653-61fd-4196-ba81-9ddd7736f042,val,BUYER_CHAIN_D||TECH_SUPPLY_INT||1||1||5||43||11||2||6
b2dfd18c-506b-4ee6-9ec8-299b275ef67b,val,BUYER_DISTRIB_B||PREMIUM_GOODS||5||5||96||883||3||3||6
2d09239c-bdb4-456d-9b4e-4fe91dccd5de,val,BUYER_DISTRIB_B||SUPPLIER001||2||2||7||59||1||1||7
fe5c2955-7e5a-40a8-a52c-ed26ac2194d3,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||2||2||33||369||2||1||5
fb8ccbec-1b89-4743-9cf1-9ac9c087f1cc,train,BUYER_DISTRIB_B||PREMIUM_GOODS||4||2||34||275||5||3||7
0bf20fc3-8eeb-44ec-a582-95cba1237a15,train,BUYER_CHAIN_D||INDUSTRIAL_GOODS_LTD||2||2||32||490||6||2||6
fef4f1ef-91e4-432f-8a2c-e6b089f0db38,train,BUYER_WAREHOUSE_C||WIDGET_CO||4||3||76||828||5||1||7
36563cf8-1c05-4f58-a02d-487c22d43963,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||6||6||34||354||2||1||7
debbbc21-8c7a-4949-9660-b2324a75edd9,train,BUYER_RETAIL_A||SUPP_ACE_MFG||1||1||25||234||4||0||6
669d642b-0190-44ff-a156-0585907063c5,val,BUYER_CHAIN_D||SUPP_ACE_MFG||5||3||68||655||6||0||7
c1e819ae-59d9-4d98-a6f3-e2c3511fa7e7,val,BUYER_CHAIN_D||SUPPLIER001||2||2||26||281||<NA>||1||7
3f253d3d-645d-4f1c-a6c0-7679fcc078de,val,BUYER_WAREHOUSE_C||ACME_PARTS||1||1||22||209||3||3||6
44f58673-1ab0-4e96-bb90-e722d60b8897,test,BUYER_DISTRIB_B||TECH_SUPPLY_INT||4||4||55||528||12||0||6
5cc029e2-0eb8-41df-8a76-e4060686fc82,train,BUYER_RETAIL_A||SUPPLIER001||3||3||67||665||24||1||6
5aa8a176-a277-4ae9-b22b-dd86c5113b0f,train,BUYER_RETAIL_A||ACME_PARTS||8||7||103||1178||<NA>||1||5
65aa6666-5067-4c6e-8d34-5921d127d1b0,test,BUYER_RETAIL_A||ACME_PARTS||4||3||55||642||0||2||5
c8d4307a-5e44-40c8-bf42-47c7ad49029f,train,BUYER_WAREHOUSE_C||ACME_PARTS||1||1||0||1||1||1||7
2b5c7ab8-dc58-455b-964d-d65478271e85,train,BUYER_ECOMM_E||TECH_SUPPLY_INT||1||1||0||1||3||4||6
986801e1-596f-4b36-a9f5-de065930ac03,train,BUYER_ECOMM_E||ACME_PARTS||4||4||70||553||7||2||8
d4a69ace-2365-4b60-9120-4ba8377e812d,train,BUYER_RETAIL_A||ACME_PARTS||2||2||30||184||3||1||5
0510eecf-2ed6-4bb2-a4c8-8b251fd1fd89,train,BUYER_WAREHOUSE_C||WIDGET_CO||1||1||22||223||2||2||8
f01dd29f-13c6-4835-809b-943385484876,train,BUYER_RETAIL_A||ACME_PARTS||3||3||49||596||2||4||5
df06ee14-fff4-4cc4-83ac-30644ccc7d3e,test,BUYER_ECOMM_E||PREMIUM_GOODS||1||1||28||287||3||1||7
c703430b-afaf-4ea1-a2a8-385742f9e853,val,BUYER_DISTRIB_B||INDUSTRIAL_GOODS_LTD||2||2||13||167||6||4||6
96b40aca-7b1a-494a-b944-27b6558e9c89,train,BUYER_ECOMM_E||PREMIUM_GOODS||6||4||116||1225||4||1||5
873e65c1-7c3b-4068-99a4-da35b228e243,train,BUYER_ECOMM_E||TECH_SUPPLY_INT||4||4||44||458||3||1||7
641b4f2d-f432-435c-bb08-3aff3411c646,train,BUYER_ECOMM_E||TECH_SUPPLY_INT||3||3||27||284||4||2||6
cc6a5d3d-5af6-48de-8fea-e41c8d2a3ddd,val,BUYER_DISTRIB_B||TECH_SUPPLY_INT||5||5||156||1144||4||0||6
d18c4129-56b7-46fa-ab1a-005eb76470e1,train,BUYER_DISTRIB_B||INDUSTRIAL_GOODS_LTD||2||2||33||322||3||0||8
1cdaf473-9cd9-43ef-af7a-3c321bf65b29,test,BUYER_WAREHOUSE_C||PREMIUM_GOODS||3||3||39||307||3||4||7
faf6939f-e5bd-4944-a42c-67772f6a9376,train,BUYER_WAREHOUSE_C||PREMIUM_GOODS||2||2||35||396||5||2||6
46acc147-b4d2-4362-be0f-2a086e6de7f6,test,BUYER_WAREHOUSE_C||WIDGET_CO||4||3||83||751||5||1||6
42d89963-9395-419b-a04d-0ed32883d741,train,BUYER_DISTRIB_B||TECH_SUPPLY_INT||5||3||50||485||2||1||15
be060536-e9b3-4a28-a718-f8b52ba62dd1,train,BUYER_DISTRIB_B||ACME_PARTS||3||3||65||781||6||5||7
f749e917-0ad1-4afc-bba9-77313565425f,test,BUYER_WAREHOUSE_C||ACME_PARTS||5||4||97||1148||2||0||6
5d47e36b-be6a-465d-a73b-9de6c91320c5,train,BUYER_WAREHOUSE_C||SUPP_ACE_MFG||3||2||16||183||13||1||20
dc21ca83-f4ed-4533-b7d4-a57dc2f2e97f,test,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||1||1||11||125||4||2||8
850fd909-acec-4ea7-9de7-293ffd894ef6,train,BUYER_WAREHOUSE_C||PREMIUM_GOODS||1||1||14||195||7||1||7
3b18aef1-132d-443a-ac72-262e3324ae45,train,BUYER_CHAIN_D||LOGISTICS_PLUS||6||4||156||1591||4||0||7
cf2d4fa9-9103-4d40-9203-3ce606ce3b9e,train,BUYER_ECOMM_E||INDUSTRIAL_GOODS_LTD||2||2||14||141||1||2||5
a5afda98-f736-4ff2-8a2b-d8005f27e1bc,train,BUYER_RETAIL_A||ACME_PARTS||3||2||24||233||2||0||5
be4ef61c-058b-4205-8bae-f286e65ca91b,train,BUYER_ECOMM_E||PREMIUM_GOODS||2||2||32||266||3||<NA>||6
dd3caaaa-7446-4121-ba86-ecc7c84c16b1,train,BUYER_DISTRIB_B||PREMIUM_GOODS||2||2||17||139||2||2||8
8f14d11a-9e31-4705-a3d9-ef4dbc12400f,test,BUYER_DISTRIB_B||TECH_SUPPLY_INT||3||3||67||624||6||<NA>||8
312913e0-8285-4090-80e2-2ee05698b7ee,train,BUYER_WAREHOUSE_C||WIDGET_CO||1||1||0||1||3||3||7
4479047c-972e-4fe7-b1ee-7c4ab6adc8dc,train,BUYER_DISTRIB_B||SUPPLIER001||1||1||0||1||2||3||7
52c7cc72-db3f-4a6f-bb8a-5148d7a203cc,test,BUYER_CHAIN_D||LOGISTICS_PLUS||4||3||35||342||3||1||6
20e28249-3351-484b-ad72-fff075f418e0,train,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||2||2||33||310||4||3||5
08f6147b-faaf-4b61-9622-f1c7558510e9,train,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||3||2||17||161||5||<NA>||6
7d784ca6-cc7e-486b-b5a7-8d5829fc736e,train,BUYER_WAREHOUSE_C||PREMIUM_GOODS||4||2||41||343||1||2||6
0d189d40-78fd-46a5-a49d-49cda8a59f38,train,BUYER_DISTRIB_B||TECH_SUPPLY_INT||3||3||63||570||6||1||6
c796320c-35b7-406c-92eb-24d30cf627fd,test,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||2||2||18||194||4||2||5
98852a2f-beab-4838-bfe9-353bdb45262c,test,BUYER_ECOMM_E||INDUSTRIAL_GOODS_LTD||3||3||9||125||2||2||6
e1457242-375e-4e09-ab09-b9f798834a46,train,BUYER_ECOMM_E||WIDGET_CO||1||1||36||458||6||0||6
d8c59983-a6ce-4661-aa61-01b989299bc5,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||4||3||48||547||6||1||7
efe2c141-b111-46e8-82d4-d994046be43a,train,BUYER_RETAIL_A||PREMIUM_GOODS||2||2||32||272||2||2||7
e85b0078-fb14-44ef-aad9-3db641fe665b,val,BUYER_ECOMM_E||INDUSTRIAL_GOODS_LTD||4||3||59||686||5||4||6
7450df7a-ed79-4110-af83-f8e28ff03aab,test,BUYER_DISTRIB_B||PREMIUM_GOODS||2||2||19||208||2||1||7
753ae006-d9dd-4647-b42c-a4e97a274324,train,BUYER_CHAIN_D||SUPPLIER001||4||4||64||606||4||3||8
94e383c7-d29b-4f20-85af-bd677e02258b,test,BUYER_CHAIN_D||INDUSTRIAL_GOODS_LTD||3||3||1||8||3||2||6
3bb0c10b-b6d0-4d1a-814f-a9abc64a3815,test,BUYER_DISTRIB_B||TECH_SUPPLY_INT||3||3||45||548||5||2||7
3cd7b24b-6f52-4d8e-9a4a-bc404b0e678b,train,BUYER_ECOMM_E||TECH_SUPPLY_INT||5||3||20||225||3||2||6
8abbaec3-bca3-4869-8ab5-b94cdd95c2cf,train,BUYER_DISTRIB_B||ACME_PARTS||2||2||0||2||1||1||7
f1553c1a-5eb1-4873-8f78-13ac82fd1e1e,val,BUYER_ECOMM_E||SUPPLIER001||5||4||81||617||3||3||6
5f0e1172-5ab2-490c-8e7d-e1ccc6af635e,val,BUYER_WAREHOUSE_C||LOGISTICS_PLUS||3||3||26||333||6||2||6
6bef5ad2-5c1d-41d1-8882-bfceefed4aa9,train,BUYER_ECOMM_E||SUPPLIER001||1||1||0||1||8||0||6
b41e903c-0f60-4ab6-a385-24456ede089d,train,BUYER_ECOMM_E||TECH_SUPPLY_INT||4||3||66||616||<NA>||1||18
5dc5310a-3d5c-4612-a0e9-1f4a1b51df83,train,BUYER_ECOMM_E||SUPP_ACE_MFG||1||1||10||126||4||3||6
1ca7bec5-b975-426a-8913-b30fd1509f69,train,BUYER_WAREHOUSE_C||SUPPLIER001||3||3||24||235||5||2||6
63dd73f8-74e7-4df5-ad16-44260a84cd52,train,BUYER_DISTRIB_B||ACME_PARTS||1||1||12||138||5||1||7
20d7626f-66d0-406a-a55d-94209b563879,train,BUYER_CHAIN_D||SUPPLIER001||6||4||101||889||11||2||7
0990d784-ab64-44b4-971d-b692a5a4bb64,val,BUYER_ECOMM_E||SUPP_ACE_MFG||2||2||21||264||4||<NA>||6
d4720e9e-dbcd-4f68-8c12-4258e19f340c,train,BUYER_ECOMM_E||WIDGET_CO||1||1||6||87||3||2||7
486eb78a-c642-4232-8af2-444d6ade2300,train,BUYER_WAREHOUSE_C||SUPPLIER001||3||3||40||447||3||0||7
5adb1e89-3ad3-47a0-95b1-4e0a17fb3050,test,BUYER_ECOMM_E||TECH_SUPPLY_INT||3||3||39||300||5||2||7
87c600ca-836f-4933-b32a-62f7472caa85,train,BUYER_RETAIL_A||WIDGET_CO||4||4||32||388||2||0||7
91671bd3-562a-40e6-8c82-40fde92aceb5,train,BUYER_ECOMM_E||SUPP_ACE_MFG||2||2||0||2||3||3||6
40dcedb8-8b4a-437c-8825-5b7c0bdcb0cd,train,BUYER_ECOMM_E||WIDGET_CO||2||2||24||319||7||2||6
886ab5af-2587-4729-8e5a-437dcc6530ba,train,BUYER_CHAIN_D||LOGISTICS_PLUS||4||3||59||814||5||1||8
165cb20c-bee2-4a13-9012-6f0358bd8132,train,BUYER_WAREHOUSE_C||SUPPLIER001||2||2||6||54||1||0||7
e845e8d5-a762-4453-be88-0f254431bb87,train,BUYER_WAREHOUSE_C||SUPPLIER001||6||6||38||409||2||1||7
e7ca7875-4782-44ec-a3e7-45d0d76105ef,test,BUYER_RETAIL_A||LOGISTICS_PLUS||6||5||105||934||7||1||7
71a2f9ee-9243-4a04-8c15-570efe1ef67c,train,BUYER_CHAIN_D||SUPP_ACE_MFG||1||1||8||104||8||4||8
d0af08dd-89dc-4b48-9396-e042da8b57c8,test,BUYER_WAREHOUSE_C||WIDGET_CO||4||3||99||1226||5||3||7
3d957863-06db-4dba-83e4-f08653e06cda,test,BUYER_CHAIN_D||WIDGET_CO||2||2||33||481||4||2||6
388cabce-f64d-4c16-a98f-9caf473b21ad,train,BUYER_ECOMM_E||ACME_PARTS||4||4||133||1625||3||1||7
e00dd840-abe4-49d8-8cf1-8d2dd216d9de,test,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||2||2||12||125||5||<NA>||6
10abb1a2-bf33-4247-9b8d-c16914a4d24d,train,BUYER_DISTRIB_B||TECH_SUPPLY_INT||2||2||30||338||4||1||6
06da08d9-19e5-49bd-8e62-e913cde8724d,train,BUYER_RETAIL_A||SUPPLIER001||6||4||43||404||4||3||7
987d418a-1b21-4c39-81d1-3add1c54e8bd,train,BUYER_RETAIL_A||LOGISTICS_PLUS||9||6||39||389||2||0||8
6e8bb9f4-67d7-4adc-8818-e1f30f43550e,val,BUYER_RETAIL_A||WIDGET_CO||3||3||32||388||5||0||6
561c16e7-32af-4e0a-a6d7-bbac37d435d6,val,BUYER_WAREHOUSE_C||INDUSTRIAL_GOODS_LTD||1||1||0||1||3||0||6
d31fa589-eba9-4646-b1d5-807cc18d762e,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||7||6||110||1010||2||1||6
1ab69756-11aa-4e23-aafc-5fb3f67ee961,val,BUYER_WAREHOUSE_C||SUPPLIER001||2||2||13||141||1||2||7
fcb27fd6-736d-440c-a585-a5e63de50557,train,BUYER_ECOMM_E||SUPP_ACE_MFG||2||2||12||178||6||2||5
373f94db-6aca-4b73-8348-c5081dd8833b,train,BUYER_ECOMM_E||LOGISTICS_PLUS||5||4||48||426||5||1||5
fd38adf8-bb65-405a-b19d-bf6079cf0545,train,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||2||2||37||380||2||1||5
046e9f89-e02b-413a-86ba-94c205d6cf54,train,BUYER_ECOMM_E||ACME_PARTS||1||1||27||304||0||3||7
c1472cc0-cc4d-4ebc-a124-3594180374c5,train,BUYER_WAREHOUSE_C||SUPP_ACE_MFG||1||1||4||54||0||1||6
f2914159-2c02-4957-9d3e-0d03e332e5ec,train,BUYER_WAREHOUSE_C||SUPP_ACE_MFG||4||4||46||481||5||3||6
7cafcd14-7906-413d-a984-0f5526f03659,train,BUYER_DISTRIB_B||ACME_PARTS||4||4||81||955||5||2||7
62e23c77-ef49-496c-866d-3aff532d0a38,train,BUYER_CHAIN_D||INDUSTRIAL_GOODS_LTD||2||2||34||405||3||2||6
10584762-f649-4545-aa3e-1ad94420dc27,val,BUYER_ECOMM_E||SUPP_ACE_MFG||5||4||36||339||4||3||6
7b3112d8-3d1a-4f3a-a16a-adc80c77aba6,train,BUYER_RETAIL_A||PREMIUM_GOODS||2||2||27||300||4||1||8
692674a4-f2ef-4d90-9cbd-469af93082e5,train,BUYER_ECOMM_E||ACME_PARTS||9||5||97||1118||4||2||6
dededd95-b121-4167-acfa-0aa1124818e3,train,BUYER_RETAIL_A||SUPPLIER001||4||3||71||740||4||0||6
552bc2c4-c36e-4166-830d-08cf9d89643f,train,BUYER_ECOMM_E||LOGISTICS_PLUS||7||5||121||955||6||1||7
0a60071d-13fe-4037-9f17-3164862c6b5d,train,BUYER_ECOMM_E||WIDGET_CO||1||1||7||70||3||2||5
8df0f36f-5d85-4c3f-a4ca-33f87668ae98,train,BUYER_ECOMM_E||SUPP_ACE_MFG||2||2||18||187||3||2||7
e39c786b-1b34-4206-9ad8-1c7f3ecfc1a9,train,BUYER_WAREHOUSE_C||INDUSTRIAL_GOODS_LTD||5||3||74||815||3||1||6
9cff34be-e1b6-4e69-a352-631893454ce1,val,BUYER_ECOMM_E||SUPPLIER001||3||3||52||439||5||0||6
4eb67fb1-d5bc-4e4a-adbd-256a6bd9ce70,train,BUYER_DISTRIB_B||ACME_PARTS||1||1||0||1||<NA>||1||7
6d13a9e1-6c67-4efb-8c4b-6c62c3785fb6,train,BUYER_CHAIN_D||TECH_SUPPLY_INT||8||6||129||1183||5||2||6
3cc606d8-b8d7-4ccb-ac48-2720202bc649,train,BUYER_ECOMM_E||PREMIUM_GOODS||4||4||98||962||7||1||5
1e16b00b-e72e-448c-9f5e-305580e6b621,train,BUYER_RETAIL_A||ACME_PARTS||3||3||3||34||3||2||6
8473e115-70e2-4cf1-873b-66bd56bc1189,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||5||4||42||567||4||2||5
8fdc1ed8-3f08-4123-9ad4-5c189a6f07eb,train,BUYER_WAREHOUSE_C||WIDGET_CO||6||5||82||926||<NA>||1||5
46a3669c-64f8-48dd-868c-09033423a8be,val,BUYER_CHAIN_D||ACME_PARTS||2||2||27||292||7||4||7
24a77410-6051-486a-93ec-6eaaf20ca554,train,BUYER_CHAIN_D||ACME_PARTS||1||1||0||1||4||2||7
664263dd-b304-4409-978e-79cb4063b6c8,test,BUYER_DISTRIB_B||INDUSTRIAL_GOODS_LTD||1||1||31||325||6||0||8
a9ab7159-f70f-4061-ab6a-a5fdec3a548e,train,BUYER_CHAIN_D||WIDGET_CO||1||1||28||278||6||2||6
aa43b56f-303e-4c4d-abfc-bb37a042413b,train,BUYER_DISTRIB_B||TECH_SUPPLY_INT||3||2||46||547||6||3||8
e2b809f6-7edb-40de-bc51-b88e16a8ddb1,train,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||6||5||118||1507||1||1||6
1fabedf2-ee95-4405-a798-e26d14f6133d,train,BUYER_ECOMM_E||PREMIUM_GOODS||2||2||47||400||1||1||6
4afa36d4-075f-42ac-9d44-09146d779a7b,train,BUYER_DISTRIB_B||SUPP_ACE_MFG||3||3||32||354||5||5||7
e72dbe6f-4bfb-4a0c-af03-d4cd98d95abb,train,BUYER_ECOMM_E||SUPPLIER001||2||2||26||328||4||4||6
