record_id,po_qty,po_price,asn_qty,inv_qty,inv_price,has_po_ref,is_repeat,qty_delta,price_diff_pct,label_what,label_who,label_mitigation
TXN_C216103B,211,139.42,211,211.0,139.42,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_5BC3E721,98,251.09,98,98.0,251.09,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_73555CDA,841,72.83,841,70.08,72.83,1,0,-770.92,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_632676F7,622,276.69,622,622.0,276.69,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_5B0063A7,939,426.57,939,78.25,426.57,1,0,-860.75,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_662B6566,992,237.33,992,992.0,271.34,1,0,0.0,0.14330257447436043,PRICE_ERROR,Vendor,Review
TXN_EBBA7347,976,401.39,976,976.0,401.39,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_0C4B2780,917,215.53,917,917.0,232.77,1,0,0.0,0.07998886465921222,TAX_MISMATCH,Finance,Review
TXN_CF4783D7,237,366.68,237,237.0,366.68,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_C6A339EB,570,436.46,570,570.0,436.46,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_DF136787,439,455.03,439,36.58,455.03,1,0,-402.42,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_579C8454,827,467.05,827,827.0,467.05,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_91F3E0BD,301,225.61,301,301.0,225.61,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_334EEA51,331,440.59,331,331.0,475.84,1,0,0.0,0.08000635511473252,TAX_MISMATCH,Finance,Review
TXN_1BCFEADB,895,256.37,895,895.0,256.37,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_CEF6628A,561,68.11,561,561.0,68.11,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_F76C1C3A,430,28.47,430,430.0,40.37,1,0,0.0,0.41798384264137683,PRICE_ERROR,Vendor,Review
TXN_A8F39FB8,53,462.8,53,53.0,462.8,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_FCF0628A,75,21.44,75,75.0,21.44,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_C3465C1E,464,116.94,464,464.0,165.71,1,0,0.0,0.41705147939114084,PRICE_ERROR,Vendor,Review
TXN_59DB011A,423,397.15,423,423.0,397.15,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_5F630FAD,511,391.65,511,511.0,391.65,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_3B58D982,944,92.19,755,755.0,92.19,1,0,-189.0,0.0,QTY_SHORT,Logistics,Review
TXN_87ADA839,147,60.82,147,147.0,60.82,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_EEF02339,787,389.37,787,65.58,389.37,1,0,-721.42,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_699B647C,904,249.4,904,904.0,249.4,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_FFED34C6,550,177.34,550,550.0,177.34,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_B9469EA3,262,185.2,262,262.0,185.2,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_16AF29FE,394,202.96,394,394.0,202.96,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_A689E87B,254,267.18,254,254.0,267.18,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_34897D09,719,78.82,719,59.92,78.82,1,0,-659.08,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_76C9DA6E,953,445.2,762,762.0,445.2,1,0,-191.0,0.0,QTY_SHORT,Logistics,Review
TXN_D3DBB282,682,247.17,682,682.0,247.17,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_5A3B2107,563,143.11,563,46.92,143.11,1,0,-516.08,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_73C62754,803,246.3,803,803.0,246.3,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_2343C3BB,712,426.95,712,712.0,426.95,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_8CFF0041,918,303.29,918,918.0,303.29,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_7669AC6F,588,48.04,588,588.0,48.04,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_B4184538,384,402.1,384,384.0,402.1,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_41BCAB5C,275,312.86,275,275.0,337.89,1,0,0.0,0.08000383558141012,TAX_MISMATCH,Finance,Review
TXN_BBBAEB45,801,313.99,801,801.0,313.99,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_4FD7D4FF,78,42.44,78,6.5,42.44,1,1,-71.5,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_53647FFB,972,336.84,972,972.0,336.84,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_36EC9231,751,70.14,751,751.0,70.14,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_D483CA9B,686,67.04,686,686.0,67.04,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_5B6CC8B3,399,335.42,399,399.0,335.42,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_2CE4606E,85,219.15,85,85.0,219.15,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_1BDEF1EB,56,251.04,56,56.0,271.12,1,0,0.0,0.07998725302740604,TAX_MISMATCH,Finance,Review
TXN_BF603866,129,267.98,103,103.0,267.98,1,0,-26.0,0.0,QTY_SHORT,Logistics,Review
TXN_EAC2E2DD,471,19.9,471,471.0,19.9,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_A691D152,64,121.41,64,64.0,161.29,1,0,0.0,0.32847376657606453,PRICE_ERROR,Vendor,Review
TXN_23D86FB4,710,156.77,710,710.0,156.77,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_D9575D20,379,477.07,379,379.0,477.07,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_8FFE5A7A,943,291.17,943,943.0,291.17,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_1720C5D0,910,124.94,728,728.0,124.94,1,0,-182.0,0.0,QTY_SHORT,Logistics,Review
TXN_2C49E50A,570,298.0,570,570.0,362.22,1,0,0.0,0.21550335570469809,PRICE_ERROR,Vendor,Review
TXN_B8B084EE,597,412.06,597,597.0,412.06,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_F4DF9830,996,341.62,996,996.0,341.62,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_1CD87387,251,9.0,251,251.0,12.8,1,0,0.0,0.4222222222222223,PRICE_ERROR,Vendor,Review
TXN_1A1B790D,119,469.31,119,119.0,506.85,1,0,0.0,0.07998977221878933,TAX_MISMATCH,Finance,Review
TXN_EDA9B682,455,212.47,455,455.0,212.47,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_9AAA334B,283,499.14,283,283.0,539.07,1,0,0.0,0.07999759586488774,TAX_MISMATCH,Finance,Review
TXN_3B39AB88,487,402.13,487,487.0,402.13,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_B23FD322,424,149.44,424,424.0,171.91,1,0,0.0,0.15036134903640255,PRICE_ERROR,Vendor,Review
TXN_EEEB2183,304,310.56,304,304.0,310.56,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_D037659E,908,9.13,908,908.0,9.13,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_35B1A75D,801,40.7,801,801.0,40.7,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_316B3B65,468,429.41,468,468.0,429.41,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_CAA14B2B,723,404.07,723,723.0,404.07,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_B593443F,407,212.59,407,407.0,212.59,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_ED25B0AE,131,302.71,131,131.0,302.71,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_101C070B,927,34.7,927,927.0,34.7,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_8D577BBC,327,103.36,327,327.0,103.36,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_004D18ED,828,195.55,828,828.0,195.55,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_67A48DE2,153,357.3,153,153.0,357.3,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_576596F6,835,8.7,835,835.0,9.97,1,0,0.0,0.14597701149425305,PRICE_ERROR,Vendor,Review
TXN_FF2A9088,168,218.52,168,168.0,218.52,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_32AAFAF6,639,279.97,639,639.0,279.97,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_B23A044E,563,104.67,563,46.92,104.67,1,0,-516.08,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_554D8855,90,34.23,72,72.0,34.23,1,0,-18.0,0.0,QTY_SHORT,Logistics,Review
TXN_2C5B59D4,876,449.53,876,876.0,449.53,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_578BEEFC,409,399.76,409,409.0,399.76,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_4073AA36,669,92.94,669,669.0,92.94,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_ADF4C476,875,225.33,700,700.0,225.33,1,0,-175.0,0.0,QTY_SHORT,Logistics,Review
TXN_D74497E5,623,147.13,623,623.0,147.13,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_FFAA3EBD,348,266.44,348,348.0,266.44,0,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_B37EDA99,834,16.68,834,69.5,16.68,1,0,-764.5,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_0B120F7C,650,67.44,650,650.0,94.42,1,0,0.0,0.40005931198102024,PRICE_ERROR,Vendor,Review
TXN_A6107F48,872,56.95,872,872.0,56.95,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_48DBB5F2,932,71.48,932,77.67,71.48,1,0,-854.33,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_6DD38A7F,931,73.6,931,931.0,73.6,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_4C4E1AB3,525,64.78,525,525.0,64.78,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_B307C5EC,162,122.66,162,162.0,122.66,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_FD7CCADB,860,362.71,860,71.67,362.71,1,0,-788.33,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_B00FF009,319,263.38,319,319.0,263.38,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_722DE679,402,495.33,402,402.0,495.33,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_23063B70,52,361.22,52,52.0,361.22,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_455DBDBA,880,15.27,880,880.0,15.27,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_69B47F85,628,460.01,628,628.0,571.2,1,0,0.0,0.2417121366926807,PRICE_ERROR,Vendor,Review
TXN_CBD54FF6,616,163.11,616,616.0,163.11,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_60BFEDCA,174,315.77,174,174.0,315.77,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_1E53BD07,544,9.15,544,544.0,9.15,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_9A25BB48,638,276.4,638,53.17,276.4,1,0,-584.83,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_30C98D2D,310,424.4,310,310.0,424.4,0,1,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_086349A1,843,241.39,843,843.0,241.39,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_01BF5FA1,799,426.27,799,799.0,426.27,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_63C669DD,119,312.41,119,119.0,312.41,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_03C62D8E,120,25.1,96,96.0,25.1,1,0,-24.0,0.0,QTY_SHORT,Logistics,Review
TXN_F7C43613,860,198.09,860,860.0,198.09,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_356F7DE3,104,417.05,104,104.0,417.05,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_221DE397,152,425.53,152,152.0,425.53,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_49D1E28A,315,245.82,315,315.0,324.04,1,0,0.0,0.318200309169311,PRICE_ERROR,Vendor,Review
TXN_2B366373,904,409.53,904,904.0,442.29,1,0,0.0,0.07999413962347093,TAX_MISMATCH,Finance,Review
TXN_F4DE11E2,884,396.37,707,707.0,396.37,1,0,-177.0,0.0,QTY_SHORT,Logistics,Review
TXN_F422948A,126,64.75,126,126.0,95.21,1,0,0.0,0.47042471042471035,PRICE_ERROR,Vendor,Review
TXN_BFA23AEE,539,129.05,539,539.0,129.05,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_79032DFC,459,377.31,459,459.0,377.31,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_4076E865,535,108.36,535,535.0,108.36,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_FABA10FA,711,47.62,711,711.0,47.62,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_467D4ED9,719,358.69,719,59.92,358.69,1,0,-659.08,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_D756B719,619,115.92,619,619.0,148.31,1,0,0.0,0.2794168391994479,PRICE_ERROR,Vendor,Review
TXN_6FDD942C,400,172.98,400,400.0,249.02,1,0,0.0,0.4395883917215865,PRICE_ERROR,Vendor,Review
TXN_E78A114E,834,342.75,834,834.0,342.75,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_04FE7AD2,341,130.67,341,341.0,130.67,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_F40D34A3,72,70.16,72,72.0,70.16,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_8EF24F8A,468,162.78,468,468.0,162.78,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_F15F8163,519,361.57,519,519.0,390.5,1,0,0.0,0.08001216915120173,TAX_MISMATCH,Finance,Review
TXN_93C70202,491,357.57,491,491.0,357.57,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_4064C738,646,223.15,646,646.0,223.15,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_5E46FEB8,842,211.73,842,70.17,211.73,0,0,-771.83,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_34A0A896,826,78.82,826,826.0,78.82,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_0B69B194,481,247.6,481,481.0,247.6,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_2121B822,574,284.38,574,574.0,284.38,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_D9610082,488,150.9,488,488.0,150.9,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_8D65F361,616,79.38,616,616.0,79.38,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_A44F5918,755,97.41,755,755.0,137.44,1,0,0.0,0.4109434349656093,PRICE_ERROR,Vendor,Review
TXN_825CEF1D,118,299.7,118,118.0,299.7,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_2FB5326D,531,103.36,531,531.0,103.36,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_BF92E4A7,579,422.39,579,579.0,422.39,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_C1977D22,623,426.95,623,623.0,426.95,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_EA705870,683,83.79,683,683.0,83.79,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_91F40736,486,181.63,486,486.0,181.63,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_229F6AAA,521,386.26,521,521.0,386.26,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_B73D6339,314,54.35,314,314.0,54.35,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_CB44621F,120,416.53,120,10.0,416.53,1,0,-110.0,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_1EA225E3,668,235.96,668,668.0,254.84,1,0,0.0,0.08001356162061364,TAX_MISMATCH,Finance,Review
TXN_132C1994,186,43.9,186,15.5,43.9,1,0,-170.5,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_386AB84B,579,357.29,579,579.0,357.29,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_4D9530A8,917,173.88,917,917.0,173.88,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_24FCA663,650,8.38,650,650.0,8.38,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_358B1598,738,41.82,738,61.5,41.82,1,1,-676.5,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_19C2B977,77,424.67,77,77.0,424.67,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_6FC200C3,408,445.66,408,408.0,445.66,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_A674555C,988,58.9,988,988.0,77.59,1,0,0.0,0.31731748726655357,PRICE_ERROR,Vendor,Review
TXN_54600689,709,324.95,709,709.0,324.95,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_37CFCCCD,677,16.33,677,677.0,16.33,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_91F9BAEC,542,434.39,542,542.0,539.4,1,0,0.0,0.24174129238702546,PRICE_ERROR,Vendor,Review
TXN_AEDAAFC7,241,329.86,241,241.0,329.86,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_86B36E1A,356,133.3,356,356.0,133.3,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_2578F3C5,583,108.74,583,583.0,108.74,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_EC5DB539,697,6.03,697,697.0,6.03,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_A436A924,94,94.78,75,75.0,94.78,1,0,-19.0,0.0,QTY_SHORT,Logistics,Review
TXN_8FDA01F1,906,300.65,906,906.0,300.65,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_3ED20FA1,783,289.91,783,783.0,289.91,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_915A7D0D,908,25.34,908,908.0,25.34,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_38631018,135,207.69,135,135.0,207.69,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_5A71BA87,232,336.78,232,232.0,336.78,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_6C8A98C7,148,287.14,148,148.0,287.14,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_E1DA96EF,402,146.36,402,402.0,158.07,1,0,0.0,0.08000819896146473,TAX_MISMATCH,Finance,Review
TXN_3362F86C,595,287.59,595,595.0,287.59,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_D874B84B,330,159.42,330,330.0,159.42,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_37D56B85,360,180.72,360,360.0,180.72,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_BF1B80CE,215,18.59,215,215.0,18.59,1,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_EC86CC04,424,242.29,424,424.0,242.29,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_69D638CA,148,54.16,148,148.0,54.16,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_91796141,907,166.87,907,907.0,166.87,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_998A6531,270,470.41,270,270.0,589.32,1,0,0.0,0.25277949023192536,PRICE_ERROR,Vendor,Review
TXN_50976FBE,242,424.73,242,242.0,424.73,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_55CFC148,558,35.55,558,558.0,35.55,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_90959B26,942,447.68,753,753.0,447.68,1,0,-189.0,0.0,QTY_SHORT,Logistics,Review
TXN_3D5A9DA3,557,211.09,557,557.0,211.09,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_404D932E,308,461.79,246,246.0,461.79,1,0,-62.0,0.0,QTY_SHORT,Logistics,Review
TXN_DF72BEAC,899,421.7,719,719.0,421.7,1,0,-180.0,0.0,QTY_SHORT,Logistics,Review
TXN_415ECC02,608,44.26,608,608.0,44.26,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_ED391206,489,85.36,489,489.0,85.36,1,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_E813C759,174,249.94,174,174.0,269.94,1,0,0.0,0.08001920460910619,TAX_MISMATCH,Finance,Review
TXN_8A236E30,456,275.21,456,456.0,275.21,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_FB240C70,176,155.92,176,176.0,155.92,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_A74891AD,207,330.84,207,17.25,330.84,1,0,-189.75,0.0,UOM_DISCREPANCY,Procurement,Review
TXN_70F84C38,393,442.2,393,393.0,442.2,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_2A355CDB,922,68.67,922,922.0,75.93,1,0,0.0,0.10572302315421589,PRICE_ERROR,Vendor,Review
TXN_9FF7A36D,587,197.33,587,587.0,197.33,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_0346CED4,493,68.49,493,493.0,68.49,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_D51CB3A2,386,68.43,386,386.0,76.38,1,0,0.0,0.11617711530030671,PRICE_ERROR,Vendor,Review
TXN_E784B074,828,161.52,828,828.0,161.52,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_028D4DF6,888,233.02,888,888.0,233.02,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_1D3E5CB7,866,213.23,866,866.0,242.2,1,0,0.0,0.13586268348731417,PRICE_ERROR,Vendor,Review
TXN_B98B07D4,88,445.55,88,88.0,445.55,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_1C60DF9E,793,182.83,793,793.0,197.46,1,0,0.0,0.08001969042279711,TAX_MISMATCH,Finance,Review
TXN_AE0D71E0,265,300.34,265,265.0,345.53,1,0,0.0,0.15046280881667445,PRICE_ERROR,Vendor,Review
TXN_D19FF80E,544,231.15,544,544.0,231.15,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_68799F45,452,499.4,452,452.0,499.4,0,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_BD7F0BDF,484,194.72,484,484.0,194.72,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_10F92778,218,274.58,218,218.0,274.58,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_1F0F034B,777,405.53,777,777.0,405.53,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_45C64895,141,333.19,141,141.0,359.85,1,0,0.0,0.08001440619466378,TAX_MISMATCH,Finance,Review
TXN_1DBC0CBA,155,456.06,155,155.0,612.46,1,0,0.0,0.3429373328070869,PRICE_ERROR,Vendor,Review
TXN_70280F97,282,430.36,282,282.0,430.36,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_521B042B,111,154.61,111,111.0,154.61,0,1,0.0,0.0,DUPLICATE_INVOICE,Vendor,Review
TXN_1A152FB8,536,320.42,536,536.0,320.42,1,0,0.0,0.0,MATCH,None,Auto-Approve
TXN_99F5A4A8,690,165.6,690,690.0,165.6,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
TXN_A2446684,424,52.42,424,424.0,56.61,1,0,0.0,0.07993132392216706,TAX_MISMATCH,Finance,Review
TXN_8DC88BC5,729,323.84,729,729.0,323.84,0,0,0.0,0.0,UNAUTHORIZED_SHIP,Procurement,Review
